Order;Lot Area;Street;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;1st Flr over Lot Area;1st Flr SF;Mo Sold;Yr Sold;Sale Type;Sale Condition;SalePrice
2433;9056;Pave;Gilbert;1Fam;2Story;8;5;2004;2004;0,08;707;10;2006;WD ;Normal;178000
2434;9171;Pave;Gilbert;1Fam;2Story;7;5;2004;2005;0,09;848;7;2006;WD ;Normal;201490
2435;11194;Pave;Gilbert;1Fam;2Story;8;5;2000;2000;0,13;1454;11;2006;WD ;Normal;230500
2436;7875;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,1;807;7;2006;WD ;Normal;180000
2437;8121;Pave;Gilbert;1Fam;2Story;6;5;2000;2000;0,12;953;1;2006;WD ;Normal;172400
2438;8658;Pave;Gilbert;1Fam;2Story;6;5;2000;2000;0,12;1008;4;2006;WD ;Normal;215000
2439;11214;Pave;Gilbert;1Fam;2Story;7;5;1998;1999;0,09;956;7;2006;WD ;Normal;199900
2440;10852;Pave;Gilbert;1Fam;2Story;6;5;2000;2000;0,09;959;2;2006;WD ;Normal;173000
2441;12104;Pave;Gilbert;1Fam;2Story;7;5;2006;2006;0,09;1082;8;2006;New;Partial;287602
2442;8738;Pave;Gilbert;1Fam;2Story;7;5;1999;1999;0,12;1005;2;2006;WD ;Normal;230000
2443;9452;Pave;NoRidge;1Fam;2Story;8;5;1997;1998;0,15;1407;6;2006;WD ;Normal;348000
2444;9660;Pave;NoRidge;1Fam;2Story;8;5;1998;1998;0,11;1079;2;2006;WD ;Normal;286000
2445;9545;Pave;NoRidge;1Fam;2Story;8;5;2000;2000;0,13;1205;6;2006;WD ;Normal;300000
2446;35760;Pave;NoRidge;1Fam;2Story;10;5;1995;1996;0,05;1831;7;2006;WD ;Normal;625000
2447;9233;Pave;NoRidge;1Fam;2Story;9;5;2000;2000;0,17;1540;3;2006;WD ;Normal;405000
2448;12011;Pave;NoRidge;1Fam;2Story;8;5;1998;1998;0,09;1086;6;2006;WD ;Normal;280000
2449;12090;Pave;NoRidge;1Fam;2Story;8;5;1998;1998;0,1;1165;7;2006;WD ;Abnorml;258000
2450;10019;Pave;NoRidge;1Fam;2Story;8;5;1995;1995;0,14;1358;6;2006;WD ;Normal;350000
2451;17242;Pave;NoRidge;1Fam;2Story;9;5;1993;1994;0,11;1933;5;2006;WD ;Normal;584500
2452;10236;Pave;NoRidge;1Fam;2Story;8;5;1994;1995;0,13;1305;6;2006;WD ;Normal;321000
2453;10120;Pave;NoRidge;1Fam;2Story;8;5;1994;1994;0,12;1203;12;2006;WD ;Normal;290000
2454;12585;Pave;NoRidge;1Fam;2Story;8;5;1993;1993;0,12;1565;10;2006;WD ;Normal;315000
2455;12447;Pave;Somerst;1Fam;2Story;8;5;2005;2006;0,09;1116;1;2006;New;Partial;252000
2456;15218;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,11;1670;9;2006;New;Partial;336820
2457;20896;Pave;Somerst;1Fam;1Story;8;5;2005;2006;0,1;2097;1;2006;New;Partial;423000
2458;10182;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,16;1660;5;2006;New;Partial;290000
2459;8688;Pave;Somerst;1Fam;1Story;7;5;2005;2005;0,19;1616;4;2006;WD ;Normal;232000
2460;10936;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,14;1504;9;2006;New;Partial;199000
2461;8640;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,15;1278;10;2006;New;Partial;198600
2462;13162;Pave;Somerst;1Fam;2Story;9;5;2006;2006;0,15;2036;11;2006;New;Partial;405749
2463;11216;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,13;1489;6;2006;New;Partial;232600
2464;10728;Pave;Somerst;1Fam;2Story;8;5;2006;2006;0,1;1095;8;2006;New;Partial;266000
2465;8125;Pave;Somerst;1Fam;2Story;7;5;2005;2006;0,09;756;3;2006;New;Partial;186500
2466;8125;Pave;Somerst;1Fam;2Story;6;5;2005;2005;0,11;858;2;2006;WD ;Normal;200825
2467;8125;Pave;Somerst;1Fam;2Story;7;5;2006;2006;0,1;778;8;2006;New;Partial;197000
2468;7200;Pave;Somerst;1Fam;1Story;6;5;2006;2006;0,18;1262;5;2006;New;Partial;185000
2469;7500;Pave;Somerst;1Fam;1Story;7;5;2005;2005;0,17;1266;4;2006;WD ;Normal;176000
2470;7200;Pave;Somerst;1Fam;1Story;7;5;2006;2006;0,18;1301;8;2006;New;Partial;187750
2471;7733;Pave;SawyerW;1Fam;1Story;6;5;2005;2005;0,15;1142;1;2006;WD ;Normal;139500
2472;11024;Pave;SawyerW;1Fam;1Story;7;5;2005;2006;0,13;1400;10;2006;New;Partial;186800
2473;13072;Pave;SawyerW;1Fam;1Story;6;5;2005;2006;0,09;1131;3;2006;New;Partial;132000
2474;13072;Pave;SawyerW;1Fam;1Story;6;5;2005;2005;0,09;1141;3;2006;WD ;Abnorml;142500
2475;13072;Pave;SawyerW;1Fam;1Story;6;5;2004;2004;0,09;1158;5;2006;New;Partial;158000
2476;7800;Pave;SawyerW;1Fam;2Story;7;5;2005;2005;0,11;891;4;2006;WD ;Normal;184000
2477;7632;Pave;SawyerW;1Fam;2Story;7;5;2005;2005;0,11;831;3;2006;WD ;Normal;184900
2478;8304;Pave;SawyerW;1Fam;2Story;6;5;1997;1998;0,11;941;7;2006;WD ;Normal;187000
2479;7153;Pave;SawyerW;1Fam;2Story;6;5;1992;1992;0,11;810;7;2006;WD ;Normal;175900
2480;9370;Pave;SawyerW;1Fam;2Story;6;5;1992;1993;0,09;844;10;2006;WD ;Family;248500
2481;7175;Pave;SawyerW;TwnhsE;1Story;6;5;1990;1991;0,19;1398;7;2006;WD ;Normal;172000
2482;7175;Pave;SawyerW;TwnhsE;1Story;6;5;1991;1991;0,17;1217;6;2006;WD ;Normal;151000
2483;9019;Pave;SawyerW;1Fam;2Story;6;5;1994;1994;0,07;636;7;2006;WD ;Normal;150000
2484;8900;Pave;SawyerW;1Fam;1Story;4;4;1966;1966;0,12;1056;11;2006;WD ;Normal;107000
2485;7800;Pave;SawyerW;1Fam;1Story;5;5;1965;1965;0,12;965;7;2006;WD ;Abnorml;119900
2486;9100;Pave;Sawyer;1Fam;1Story;5;4;1962;1962;0,11;988;7;2006;WD ;Normal;129500
2487;9100;Pave;Sawyer;Duplex;1Story;5;5;1963;1963;0,19;1728;11;2006;ConLI;Abnorml;125000
2488;8927;Pave;Sawyer;Duplex;1.5Fin;6;6;1977;1977;0,14;1286;8;2006;WD ;Normal;119500
2489;9240;Pave;Sawyer;1Fam;1Story;5;6;1962;2002;0,13;1211;3;2006;WD ;Normal;144000
2490;8471;Pave;Sawyer;1Fam;SLvl;6;7;1977;1995;0,14;1212;7;2006;WD ;Normal;151000
2491;9308;Pave;Sawyer;1Fam;1Story;5;5;1965;1965;0,11;984;7;2006;WD ;Normal;126000
2492;8450;Pave;Sawyer;1Fam;1Story;5;6;1968;1968;0,11;909;11;2006;COD;Normal;116000
2493;8638;Pave;Sawyer;1Fam;1Story;5;6;1963;1963;0,11;925;10;2006;WD ;Normal;133500
2494;13052;Pave;Sawyer;1Fam;1Story;5;6;1965;1965;0,08;1024;1;2006;WD ;Normal;120875
2495;13526;Pave;Sawyer;1Fam;1Story;5;6;1965;1965;0,07;935;11;2006;WD ;Normal;137000
2496;8020;Pave;Sawyer;1Fam;1Story;5;6;1964;1964;0,11;912;4;2006;WD ;Normal;124000
2497;6993;Pave;Sawyer;1Fam;1Story;5;7;1961;1994;0,18;1236;6;2006;WD ;Normal;135000
2498;8789;Pave;Sawyer;1Fam;1Story;5;6;1967;1967;0,11;941;6;2006;WD ;Normal;129200
2499;14330;Pave;Veenker;1Fam;SLvl;7;4;1974;1974;0,15;2151;1;2006;WD ;Normal;260000
2500;16059;Pave;NoRidge;1Fam;2Story;8;5;1991;1992;0,08;1301;4;2006;WD ;Normal;260000
2501;11025;Pave;NoRidge;1Fam;2Story;8;5;1992;1993;0,14;1520;10;2006;WD ;Normal;334000
2502;14541;Pave;NoRidge;1Fam;2Story;8;7;1993;1993;0,09;1352;11;2006;WD ;Abnorml;310000
2503;13346;Pave;NoRidge;1Fam;2Story;7;5;1992;2000;0,09;1166;7;2006;WD ;Normal;268000
2504;12461;Pave;NoRidge;1Fam;1Story;8;5;1994;1995;0,13;1624;7;2006;WD ;Normal;262000
2505;3628;Pave;Somerst;TwnhsE;1Story;7;5;2004;2004;0,32;1143;5;2006;WD ;Normal;176400
2506;3316;Pave;Somerst;TwnhsE;1Story;8;5;2005;2005;0,38;1247;4;2006;WD ;Normal;197000
2507;3180;Pave;Somerst;TwnhsE;2Story;7;5;2005;2005;0,16;520;6;2006;WD ;Normal;151000
2508;2544;Pave;Somerst;Twnhs;2Story;7;5;2005;2005;0,2;520;7;2006;WD ;Normal;147400
2509;2544;Pave;Somerst;Twnhs;2Story;7;5;2005;2005;0,2;520;7;2006;WD ;Normal;149900
2510;3180;Pave;Somerst;TwnhsE;2Story;7;5;2005;2005;0,16;520;4;2006;WD ;Abnorml;144152
2511;2998;Pave;Somerst;TwnhsE;2Story;6;5;2000;2000;0,26;768;6;2006;WD ;Normal;166000
2512;3735;Pave;Somerst;TwnhsE;2Story;7;5;1999;1999;0,19;713;3;2006;WD ;Normal;183900
2513;2651;Pave;Somerst;Twnhs;2Story;7;5;2000;2000;0,25;673;4;2006;WD ;Normal;165000
2514;4447;Pave;Somerst;TwnhsE;2Story;7;5;2003;2003;0,12;530;7;2006;WD ;Normal;139000
2515;8314;Pave;Somerst;1Fam;2Story;7;5;1997;1998;0,1;854;11;2006;WD ;Normal;200000
2516;7180;Pave;Somerst;1Fam;1Story;8;5;2001;2002;0,22;1568;9;2006;WD ;Normal;221000
2517;9549;Pave;Veenker;TwnhsE;1Story;8;5;1995;1996;0,16;1494;4;2006;WD ;Normal;270000
2518;11250;Pave;Veenker;1Fam;1Story;6;6;1977;1977;0,11;1208;6;2006;WD ;Normal;165000
2519;3760;Pave;Greens;Twnhs;1Story;8;5;1980;1980;0,33;1235;5;2006;WD ;Normal;214000
2520;3640;Pave;Greens;Twnhs;1Story;8;5;1980;1980;0,28;1036;9;2006;WD ;Normal;188000
2521;3874;Pave;Greens;TwnhsE;1Story;8;5;1980;1980;0,32;1226;7;2006;WD ;Normal;190000
2522;3876;Pave;Greens;Twnhs;1Story;8;5;1978;1978;0,32;1226;7;2006;WD ;Normal;170000
2523;50271;Pave;Veenker;1Fam;1Story;9;5;1981;1987;0,04;1842;11;2006;WD ;Normal;385000
2524;13110;Pave;NWAmes;2fmCon;1Story;5;6;1972;1972;0,09;1193;7;2006;WD ;Normal;146500
2525;10192;Pave;NWAmes;1Fam;SLvl;7;6;1968;1992;0,12;1222;9;2006;WD ;Normal;170000
2526;20781;Pave;NWAmes;1Fam;1Story;7;7;1968;2003;0,1;2156;6;2006;WD ;Normal;262500
2527;11700;Pave;NWAmes;1Fam;2Story;6;6;1968;1968;0,06;708;5;2006;WD ;Normal;179900
2528;11029;Pave;NWAmes;1Fam;2Story;6;7;1968;1984;0,14;1512;8;2006;WD ;Normal;250000
2529;10400;Pave;NWAmes;1Fam;2Story;6;5;1972;1972;0,1;1012;11;2006;WD ;Normal;165150
2530;10140;Pave;NWAmes;1Fam;1Story;7;6;1967;1967;0,13;1334;4;2006;WD ;Normal;164500
2531;9600;Pave;NWAmes;1Fam;1Story;7;5;1969;1969;0,12;1164;7;2006;COD;Normal;140000
2532;9750;Pave;NAmes;1Fam;SLvl;5;5;1967;1967;0,1;980;10;2006;WD ;Normal;135500
2533;9600;Pave;NAmes;1Fam;1Story;5;5;1968;1968;0,11;1051;7;2006;WD ;Normal;142000
2534;8640;Pave;NAmes;1Fam;2Story;5;5;1968;1968;0,1;884;6;2006;WD ;Normal;155000
2535;9360;Pave;NAmes;1Fam;1Story;6;7;1968;2004;0,1;976;8;2006;WD ;Abnorml;157500
2536;8400;Pave;NAmes;1Fam;1Story;5;5;1968;1968;0,13;1052;11;2006;WD ;Normal;138500
2537;8400;Pave;NAmes;1Fam;SFoyer;5;6;1968;1968;0,11;898;8;2006;WD ;Normal;140000
2538;9759;Pave;NAmes;1Fam;1Story;5;5;1966;1966;0,11;1051;3;2006;WD ;Normal;124400
2539;9600;Pave;NAmes;1Fam;SLvl;5;7;1967;1967;0,12;1141;7;2006;WD ;Normal;158000
2540;9230;Pave;NAmes;1Fam;1Story;5;8;1965;1998;0,13;1200;10;2006;WD ;Normal;146000
2541;14803;Pave;NWAmes;1Fam;2Story;6;5;1971;1971;0,07;1097;6;2006;WD ;Normal;190000
2542;10659;Pave;NAmes;1Fam;1Story;5;6;1961;1961;0,1;1050;1;2006;COD;Normal;136500
2543;9100;Pave;NAmes;1Fam;1Story;5;5;1958;1958;0,09;864;7;2006;WD ;Normal;129900
2544;8393;Pave;NAmes;Duplex;1Story;5;5;1959;2005;0,2;1712;6;2006;WD ;Family;145000
2545;8800;Pave;NAmes;2fmCon;1Story;6;7;1965;2000;0,18;1565;6;2006;WD ;Abnorml;185900
2546;8800;Pave;NAmes;1Fam;1Story;6;6;1964;1964;0,14;1251;3;2006;WD ;Normal;160000
2547;10368;Pave;NAmes;1Fam;1Story;6;6;1964;1964;0,14;1488;4;2006;WD ;Normal;167000
2548;9350;Pave;NAmes;1Fam;2Story;5;6;1964;1964;0,08;720;7;2006;WD ;Normal;157500
2549;10382;Pave;NAmes;2fmCon;SLvl;6;5;1958;1958;0,11;1095;3;2006;ConLD;Normal;140000
2550;8973;Pave;NAmes;1Fam;1Story;5;7;1958;1991;0,12;1053;7;2006;WD ;Abnorml;150000
2551;10800;Pave;NAmes;1Fam;1Story;5;7;1960;1960;0,12;1248;5;2006;WD ;Normal;151500
2552;8550;Pave;NAmes;1Fam;1Story;6;8;1934;1950;0,1;816;7;2006;WD ;Normal;129800
2553;11425;Pave;NAmes;1Fam;1Story;5;6;1954;1954;0,09;1008;7;2006;WD ;Normal;137000
2554;9724;Pave;NAmes;1Fam;1Story;5;7;1947;1950;0,11;1043;5;2006;WD ;Normal;137000
2555;4712;Pave;BrkSide;1Fam;1.5Fin;4;7;1946;1950;0,16;774;8;2006;WD ;Abnorml;121600
2556;5900;Pave;BrkSide;1Fam;1Story;4;7;1923;1958;0,15;869;8;2006;WD ;Normal;85500
2557;5825;Pave;BrkSide;1Fam;1Story;4;5;1926;1953;0,13;747;6;2006;WD ;Normal;79900
2558;7438;Pave;BrkSide;1Fam;1.5Fin;5;8;1908;1991;0,13;936;6;2006;WD ;Normal;127000
2559;9600;Pave;NAmes;1Fam;1Story;5;6;1961;1990;0,15;1433;6;2006;WD ;Normal;161000
2560;10858;Pave;NAmes;1Fam;1Story;5;6;1952;1952;0,15;1624;7;2006;WD ;Partial;146500
2561;9600;Pave;NAmes;1Fam;1Story;5;5;1951;1951;0,13;1216;5;2006;WD ;Normal;135000
2562;10680;Pave;NAmes;1Fam;1Story;5;3;1951;1951;0,2;2136;10;2006;WD ;Normal;137900
2563;9490;Pave;NAmes;1Fam;1.5Fin;6;7;1941;1950;0,1;958;8;2006;WD ;Normal;133000
2564;9462;Pave;NAmes;1Fam;2Story;5;6;1949;1973;0,11;1024;7;2006;WD ;Normal;137000
2565;9888;Pave;NAmes;1Fam;1Story;5;6;1954;1975;0,09;936;3;2006;WD ;Normal;121000
2566;8917;Pave;NAmes;Duplex;1Story;5;5;1967;1967;0,18;1584;10;2006;WD ;Normal;119000
2567;12700;Pave;NAmes;1Fam;SLvl;6;5;1964;1964;0,1;1246;11;2006;WD ;Normal;172000
2568;8500;Pave;NAmes;1Fam;1Story;5;3;1961;1961;0,15;1235;12;2006;WD ;Abnorml;98600
2569;14200;Pave;NAmes;1Fam;2Story;7;6;1966;1966;0,09;1216;5;2006;WD ;Normal;226000
2570;9000;Pave;NAmes;1Fam;1Story;5;5;1954;1954;0,13;1128;6;2006;WD ;Family;118000
2571;25419;Pave;NAmes;1Fam;2Story;8;4;1918;1990;0,05;1360;3;2006;WD ;Abnorml;235000
2572;9723;Pave;NAmes;1Fam;1Story;6;7;1963;1963;0,1;1008;10;2006;WD ;Normal;135000
2573;7728;Pave;NAmes;Duplex;SLvl;5;6;1962;1962;0,15;1190;5;2006;WD ;Normal;132500
2574;8163;Pave;NAmes;1Fam;SLvl;5;6;1959;1959;0,14;1144;3;2006;WD ;Normal;143000
2575;8400;Pave;NAmes;1Fam;1Story;5;5;1957;1957;0,16;1364;3;2006;WD ;Normal;132000
2576;11600;Pave;NAmes;1Fam;1Story;6;5;1960;1960;0,12;1383;4;2006;WD ;Normal;145250
2577;9610;Pave;NAmes;1Fam;1Story;6;6;1958;1958;0,14;1336;12;2006;WD ;Normal;162000
2578;10000;Pave;NAmes;1Fam;SLvl;5;6;1956;1956;0,14;1370;2;2006;WD ;Normal;148000
2579;14850;Pave;NAmes;1Fam;1Story;5;5;1957;1957;0,07;1092;5;2006;WD ;Normal;141000
2580;10152;Pave;NAmes;1Fam;1Story;6;6;1956;1994;0,11;1124;5;2006;WD ;Normal;153000
2581;10011;Pave;NAmes;1Fam;1Story;5;6;1957;1996;0,12;1236;5;2006;WD ;Normal;134450
2582;7032;Pave;NAmes;Duplex;SFoyer;5;5;1979;1979;0,13;943;12;2006;WD ;Normal;135960
2583;8092;Pave;NAmes;1Fam;1Story;6;8;1954;2000;0,13;1050;6;2006;WD ;Abnorml;156000
2584;11310;Pave;NAmes;1Fam;1Story;6;5;1954;1954;0,12;1375;6;2006;WD ;Normal;140000
2585;12778;Pave;NAmes;1Fam;1Story;5;6;1952;2003;0,08;1008;1;2006;WD ;Normal;139500
2586;10170;Pave;NAmes;1Fam;1Story;6;6;1951;1951;0,15;1575;6;2006;WD ;Normal;155000
2587;7700;Pave;NAmes;1Fam;SLvl;5;7;1956;1956;0,15;1145;9;2006;WD ;Normal;127000
2588;11050;Pave;NAmes;1Fam;1Story;5;5;1956;1956;0,09;1005;7;2006;WD ;Normal;133500
2589;13600;Pave;NAmes;1Fam;1Story;5;6;1955;1955;0,08;1056;11;2006;WD ;Normal;125000
2590;15428;Pave;NAmes;1Fam;1Story;5;6;1951;1991;0,06;884;6;2006;WD ;Normal;142000
2591;21299;Pave;NAmes;1Fam;1Story;7;5;1941;1963;0,1;2039;12;2006;COD;Abnorml;167000
2592;13300;Pave;NAmes;1Fam;1Story;5;5;1956;2001;0,1;1384;6;2006;WD ;Normal;159000
2593;22136;Pave;OldTown;2fmCon;1.5Fin;5;5;1925;1975;0,06;1392;7;2006;WD ;Normal;180000
2594;7500;Pave;NAmes;1Fam;1.5Fin;6;6;1947;1950;0,12;900;10;2006;WD ;Normal;127000
2595;7000;Pave;OldTown;1Fam;1.5Fin;6;6;1924;1950;0,12;865;5;2006;COD;Normal;112000
2596;10410;Pave;OldTown;1Fam;1Story;3;8;1930;2001;0,07;713;10;2006;WD ;Normal;99800
2597;5400;Pave;OldTown;1Fam;1Story;5;7;1954;2000;0,15;833;8;2006;WD ;Normal;117000
2598;5400;Pave;OldTown;1Fam;1Story;5;6;1921;1968;0,2;1073;12;2006;WD ;Abnorml;108480
2599;10914;Pave;NAmes;1Fam;1Story;3;3;1929;1950;0,07;715;8;2006;WD ;Normal;68000
2600;7008;Pave;OldTown;1Fam;1.5Fin;4;8;1900;1998;0,06;448;3;2006;WD ;Normal;86900
2601;10800;Pave;OldTown;1Fam;1Story;5;6;1920;1950;0,1;1130;6;2006;WD ;Normal;120000
2602;7200;Pave;OldTown;1Fam;2Story;6;8;1915;1950;0,11;774;4;2006;WD ;Normal;155500
2603;10818;Pave;OldTown;1Fam;1.5Fin;4;4;1910;1950;0,09;981;2;2006;COD;Abnorml;80000
2604;10410;Pave;OldTown;1Fam;1.5Fin;3;4;1915;1950;0,07;694;1;2006;WD ;Family;105000
2605;10800;Pave;OldTown;2fmCon;1.5Fin;5;4;1900;1970;0,16;1766;5;2006;ConLD;Normal;160000
2606;10800;Pave;OldTown;1Fam;1.5Fin;5;8;1936;1989;0,1;1096;4;2006;WD ;Normal;170000
2607;8658;Pave;NAmes;1Fam;1Story;6;5;1965;1965;0,15;1324;12;2006;WD ;Abnorml;160000
2608;13400;Pave;NAmes;1Fam;SLvl;5;5;1966;1966;0,08;1086;6;2006;WD ;Normal;159950
2609;10184;Pave;NAmes;1Fam;SLvl;6;5;1963;1963;0,11;1146;6;2006;WD ;Normal;165000
2610;9786;Pave;NAmes;1Fam;1.5Fin;6;7;1962;1981;0,11;1085;6;2006;WD ;Normal;159000
2611;9510;Pave;NAmes;1Fam;1Story;6;5;1962;1985;0,13;1207;5;2006;WD ;Normal;147000
2612;7800;Pave;NAmes;1Fam;1Story;5;5;1964;1964;0,12;912;11;2006;WD ;Abnorml;115000
2613;8910;Pave;NAmes;1Fam;1Story;6;6;1959;1959;0,13;1194;7;2006;WD ;Normal;159500
2614;7332;Pave;NAmes;1Fam;1Story;6;6;1959;1959;0,12;864;10;2006;WD ;Abnorml;120000
2615;7100;Pave;NAmes;1Fam;1Story;5;7;1957;1957;0,11;816;7;2006;WD ;Normal;129900
2616;10800;Pave;NAmes;1Fam;1Story;6;6;1961;1992;0,16;1773;8;2006;WD ;Normal;183000
2617;11650;Pave;NAmes;1Fam;1Story;7;5;1959;1959;0,13;1472;6;2006;WD ;Normal;157500
2618;18275;Pave;NAmes;1Fam;2Story;7;8;1962;1998;0,1;1900;9;2006;WD ;Normal;277500
2619;16321;Pave;NAmes;1Fam;1Story;5;6;1957;1997;0,1;1600;12;2006;WD ;Normal;207500
2620;12144;Pave;NAmes;1Fam;1.5Fin;4;6;1950;1950;0,07;910;9;2006;WD ;Normal;147500
2621;10800;Pave;NAmes;1Fam;1.5Fin;4;4;1949;1950;0,07;720;12;2006;WD ;Abnorml;135000
2622;7200;Pave;NAmes;1Fam;1Story;5;7;1950;1950;0,14;1040;6;2006;WD ;Normal;109500
2623;7200;Pave;NAmes;1Fam;1Story;4;5;1950;1950;0,14;1040;7;2006;WD ;Normal;109900
2624;7560;Pave;NAmes;1Fam;1Story;5;5;1959;1959;0,14;1040;7;2006;WD ;Normal;133700
2625;8544;Pave;NAmes;Duplex;1Story;3;4;1950;1950;0,12;1040;12;2006;WD ;Normal;81400
2626;8544;Pave;NAmes;Duplex;1Story;3;4;1949;1950;0,12;1040;5;2006;WD ;Normal;87500
2627;8544;Pave;NAmes;Duplex;1Story;3;4;1950;1950;0,12;1040;7;2006;WD ;Normal;93500
2628;8512;Pave;NAmes;Duplex;1Story;5;5;1960;1960;0,18;1556;9;2006;WD ;Normal;119000
2629;7945;Pave;NAmes;1Fam;1Story;5;6;1959;1959;0,14;1150;5;2006;WD ;Normal;141000
2630;7000;Pave;NAmes;1Fam;1Story;5;4;1961;1961;0,16;1150;7;2006;WD ;Normal;146000
2631;7590;Pave;NAmes;1Fam;2Story;6;5;1966;1966;0,09;660;7;2006;WD ;Normal;155000
2632;10205;Pave;NAmes;1Fam;SFoyer;5;5;1962;1962;0,1;999;5;2006;WD ;Normal;134500
2633;7400;Pave;NAmes;1Fam;1Story;7;6;1962;1962;0,14;1045;3;2006;WD ;Normal;120000
2634;7000;Pave;NAmes;1Fam;1Story;5;6;1962;1962;0,12;864;2;2006;WD ;Normal;105000
2635;7000;Pave;NAmes;2fmCon;SFoyer;5;5;1962;1962;0,15;1025;3;2006;WD ;Normal;124000
2636;9856;Pave;OldTown;1Fam;2Story;5;8;1900;2005;0,1;1007;6;2006;WD ;Normal;169000
2637;9906;Pave;OldTown;1Fam;2Story;4;4;1925;1950;0,08;810;9;2006;WD ;Family;107000
2638;9600;Pave;OldTown;1Fam;1.5Fin;5;6;1948;1950;0,13;1226;5;2006;WD ;Normal;135000
2639;5520;Pave;OldTown;1Fam;1.5Fin;4;6;1920;1980;0,21;1147;7;2006;WD ;Normal;111500
2640;9600;Pave;OldTown;1Fam;1.5Fin;6;8;1900;2004;0,1;940;6;2006;WD ;Normal;156500
2641;9600;Pave;OldTown;1Fam;2Story;7;7;1925;1990;0,09;832;8;2006;WD ;Normal;178000
2642;6451;Pave;OldTown;1Fam;2Story;7;7;1900;1970;0,13;848;5;2006;WD ;Normal;139900
2643;3960;Pave;OldTown;1Fam;2Story;7;8;1930;1950;0,13;502;7;2006;WD ;Normal;105000
2644;5684;Pave;OldTown;1Fam;1Story;6;8;1930;2005;0,14;813;6;2006;WD ;Normal;110000
2645;7745;Pave;OldTown;2fmCon;1.5Fin;4;6;1900;1950;0,14;1084;4;2006;WD ;Normal;111500
2646;7741;Pave;OldTown;1Fam;1Story;6;5;1924;1950;0,13;1032;6;2006;COD;Abnorml;108000
2647;5633;Pave;OldTown;1Fam;1Story;5;7;1925;1950;0,15;844;7;2006;WD ;Normal;111500
2648;9000;Pave;OldTown;1Fam;2Story;5;6;1880;1991;0,12;1089;6;2006;WD ;Abnorml;124000
2649;7200;Pave;OldTown;1Fam;1Story;4;5;1950;1950;0,12;864;8;2006;COD;Normal;105000
2650;4400;Pave;OldTown;1Fam;1.5Fin;6;8;1920;1950;0,17;734;10;2006;WD ;Normal;116000
2651;7614;Pave;OldTown;1Fam;2Story;3;5;1905;1950;0,09;714;3;2006;WD ;Normal;96900
2652;6000;Pave;OldTown;2fmCon;1Story;5;7;1955;1955;0,16;960;6;2006;WD ;Normal;135500
2653;6000;Pave;OldTown;1Fam;1.5Fin;5;7;1924;1950;0,14;816;8;2006;WD ;Normal;139000
2654;7830;Pave;OldTown;1Fam;1Story;3;5;1921;1950;0,06;492;6;2006;WD ;Normal;61500
2655;9576;Pave;OldTown;1Fam;1.5Fin;6;7;1945;1950;0,09;885;5;2006;WD ;Normal;120000
2656;5820;Pave;OldTown;1Fam;1Story;3;8;1955;2005;0,2;1163;7;2006;WD ;Normal;126175
2657;5747;Pave;OldTown;1Fam;1Story;3;4;1920;1950;0,15;840;6;2006;WD ;Normal;64000
2658;9142;Pave;OldTown;2fmCon;2Story;6;8;1910;1950;0,1;908;4;2006;WD ;Normal;137000
2659;9600;Pave;OldTown;1Fam;2Story;4;2;1900;1950;0,11;1095;5;2006;WD ;Normal;87000
2660;10800;Pave;OldTown;1Fam;2.5Unf;7;7;1914;1970;0,08;880;10;2006;WD ;Normal;163000
2661;6300;Pave;OldTown;1Fam;2.5Unf;7;6;1910;2005;0,19;1226;7;2006;WD ;Normal;155000
2662;5000;Pave;OldTown;1Fam;1.5Fin;5;4;1900;1950;0,18;889;4;2006;WD ;Normal;79000
2663;8850;Pave;OldTown;1Fam;2.5Unf;7;6;1916;1950;0,09;815;7;2006;ConLw;Normal;144000
2664;3600;Pave;OldTown;1Fam;2Story;6;7;1910;1993;0,19;684;10;2006;WD ;Normal;114504
2665;7200;Pave;OldTown;1Fam;2Story;7;7;1920;1950;0,14;998;10;2006;WD ;Normal;157000
2666;11340;Pave;OldTown;1Fam;1Story;6;5;1923;1950;0,11;1200;3;2006;WD ;Family;125000
2667;22950;Pave;OldTown;1Fam;2.5Fin;10;9;1892;1993;0,07;1518;6;2006;WD ;Normal;475000
2668;5976;Pave;OldTown;Duplex;2Story;5;7;1920;1950;0,1;624;12;2006;WD ;Normal;93500
2669;9750;Pave;OldTown;1Fam;1Story;5;5;1958;1958;0,1;960;7;2006;WD ;Normal;125000
2670;4761;Pave;IDOTRR;1Fam;1.5Unf;3;3;1918;1950;0,21;1020;10;2006;ConLD;Normal;64500
2671;7446;Pave;BrkSide;1Fam;1Story;4;5;1941;1950;0,11;788;4;2006;WD ;Abnorml;100000
2672;6435;Pave;BrkSide;1Fam;1.5Fin;6;5;1939;1950;0,15;972;10;2006;WD ;Normal;140200
2673;11737;Pave;BrkSide;1Fam;2Story;6;7;1924;1996;0,09;1017;5;2006;WD ;Normal;202500
